	source	target	edge
5074	foarte  păstrezi		creează
5075	foarte  păstrezi		creează
5076	ușor  Principiul		bazează
5077	ușor  Principiul		bazează
5078	ușor  Principiul		bazează
5079	digitalizată  Informația	digitalizată  computerului	convertită
5080	digitalizată  Informația	digitalizată  computerului	convertită
5081	digitalizată  Informația	digitalizată  computerului	convertită
5082	1990  mausul	major  alinterfeței	devenit
5083	1990  mausul	major  alinterfeței	devenit
5084	1990  mausul	major  alinterfeței	devenit
5085	utilizatorii		gândea
5086	utilizatorii		gândea
5087	utilizatorii		gândea
5088	variantă		semăna
5089	variantă		semăna
5090	variantă		semăna
5091	mausuri  care		folosesc
5092	mausuri  care		folosesc
5093	mausuri  care		folosesc
5094	Noua  tehnologie		poate
5095	Noua  tehnologie		poate
5096	Noua  tehnologie		poate
5097	Îndoirea	caracteristic  mausului	face
5098	Îndoirea	caracteristic  mausului	face
5099	Îndoirea	caracteristic  mausului	face
5100	dorită  Acțiunea		referită
5101	dorită  Acțiunea		referită
5102	dorită  Acțiunea		referită
5103	mișcare		poate
5104	mișcare		poate
5105	atunci  mausul		truc
5106	atunci  mausul		truc
5107	atunci  mausul		truc
5108	bilă  bila	tare  gamerilor	necesar
5109	bilă  bila	tare  gamerilor	necesar
5110	bilă  bila	tare  gamerilor	necesar
5111	mult  modele	mausului	piciorușe
5112	mult  modele	mausului	piciorușe
5113	mult  modele	mausului	piciorușe
5114	semnalul		trebuie
5115	semnalul		trebuie
5116	semnalul		trebuie
5117	obișnuit  Posibilități		dispun
5118	obișnuit  Posibilități		dispun
5119	obișnuit  Posibilități		dispun
5120	mobile  Ecran	asemănător  celui	color
5121	mobile  Ecran	asemănător  celui	color
5122	mobile  Ecran	asemănător  celui	color
5123	PC  PC		Dispune
5124	PC  PC		Dispune
5125	PC  PC		Dispune
5126			poate
5127			poate
5128			poate
5129	fizică  ce		poate
5130	fizică  ce		poate
5131	fizică  ce		poate
5132	extrem  ecranul		poate
5133	extrem  ecranul		poate
5134	extrem  ecranul		poate
5135	spate  memoria	noului  procesor	MB
5136	spate  memoria	noului  procesor	MB
5137	spate  memoria	noului  procesor	MB
5138	FHD  cameră		generație
5139	FHD  cameră		generație
5140	FHD  cameră		generație
5141	de  giroscop	solid  căruia	alcătuit
5142	de  giroscop	solid  căruia	alcătuit
5143	de  giroscop	solid  căruia	alcătuit
5144	interdisciplinar  care	utile  ființei	decercetareși
5145	interdisciplinar  care	utile  ființei	decercetareși
5146	interdisciplinar  care	utile  ființei	decercetareși
5147	1,37:1.Inițial  lat		folosește
5148	1,37:1.Inițial  lat		folosește
5149	mare  care		stau
5150	mare  care		stau
5151	mare  care		stau
5152	12  octombrie		nevoie
5153	12  octombrie		nevoie
5154	12  octombrie		nevoie
5155	unde  repetare		diferit
5156	unde  repetare		diferit
5157	unde  repetare		diferit
5158	nordică  sistemul	GLONASS  poziției	oferă
5159	nordică  sistemul	GLONASS  poziției	oferă
5160	nordică  sistemul	GLONASS  poziției	oferă
5161	suprafață  utilizatorul	similar  pix	alcătuită
5162	suprafață  utilizatorul	similar  pix	alcătuită
5163	suprafață  utilizatorul	similar  pix	alcătuită
5164	tabletă  Alimentarea		face
5165	tabletă  Alimentarea		face
5166	tabletă  Alimentarea		face
5167	electronice.[1  Mediul		Internetul
5168	electronice.[1  Mediul		Internetul
5169	electronice.[1  Mediul		Internetul
5170	mult  funcționarea		progresat
5171	mult  funcționarea		progresat
5172	mult  funcționarea		progresat
5173	unde  acestea		pot
5174	unde  acestea		pot
5175	unde  acestea		pot
5176	Fibrele	totală  diferenței	alcătuite
5177	Fibrele	totală  diferenței	alcătuite
5178	Fibrele	totală  diferenței	alcătuite
5179	defectelor  oboseala	fibrei	Există
5180	defectelor  oboseala	fibrei	Există
5181	defectelor  oboseala	fibrei	Există
5182	1839  astronautul		produs
5183	1839  astronautul		produs
5184	1839  astronautul		produs
5185	biografii  care	își	autorii
5186	biografii  care	își	autorii
5187	biografii  care	își	autorii
5188	mai  capete		accesate
5189	mai  capete		accesate
5190	mai  capete		accesate
5191	analogic  Calculatoarele	magnetice  audio	păstrează
5192	analogic  Calculatoarele	magnetice  audio	păstrează
5193	analogic  Calculatoarele	magnetice  audio	păstrează
5194	În  distribuția		poate
5195	În  distribuția		poate
5196	În  distribuția		poate
5197	20  banda		înlocuită
5198	20  banda		înlocuită
5199	20  banda		înlocuită
5200	citire  peefectul		bazează
5201	citire  peefectul		bazează
5202	citire  peefectul		bazează
5203	rotitor  care		așa-numituldisc dur
5204	rotitor  care		așa-numituldisc dur
5205	rotitor  care		așa-numituldisc dur
5206	date  care	specifică  înregistrărilor	Volumul
5207	date  care	specifică  înregistrărilor	Volumul
5208	date  care	specifică  înregistrărilor	Volumul
5209	300  presiune		pune
5210	300  presiune		pune
5211	300  presiune		pune
5212	unități  spațiu		stabilit
5213	unități  spațiu		stabilit
5214	unități  spațiu		stabilit
5215	cuprului  Cuprul	decât  presiuni	are
5216	cuprului  Cuprul	decât  presiuni	are
5217	cuprului  Cuprul	decât  presiuni	are
5218	Inițial  cuprul		prezintă
5219	Inițial  cuprul		prezintă
5220	Inițial  cuprul		prezintă
5221	anume  mărime		depinde
5222	anume  mărime		depinde
5223	anume  mărime		depinde
5224	anume  mărime		depinde
5225	dat  Unitatea	electric  trecerii	ohm
5226	dat  Unitatea	electric  trecerii	ohm
5227	dat  Unitatea	electric  trecerii	ohm
5228	metalelor  Rezistența		crește
5229	metalelor  Rezistența		crește
5230	metalelor  Rezistența		crește
5231	ce		pot
5232	ce		pot
5233	ce		pot
5234	stări  ce		folosite
5235	stări  ce		folosite
5236	stări  ce		folosite
5237	trei  tipuri	calculpentru  i	Sunt
5238	trei  tipuri	calculpentru  i	Sunt
5239	trei  tipuri	calculpentru  i	Sunt
5240	model  smartwatch		capabil
5241	model  smartwatch		capabil
5242	model  smartwatch		capabil
5243	Funcțiile		Sănătate
5244	Funcțiile		Sănătate
5245	Funcțiile		Sănătate
5246	De  el		unbarometru
5247	De  el		unbarometru
5248	De  el		unbarometru
5249	plecare  operație	datorate  variației	poartă
5250	plecare  operație	datorate  variației	poartă
5251	plecare  operație	datorate  variației	poartă
5252	Bluetooth  firele		elimină
5253	Bluetooth  firele		elimină
5254	Bluetooth  firele		elimină
5255	suficient  ele		folosesc
5256	suficient  ele		folosesc
5257	suficient  ele		folosesc
5258	diferitelorvehicule  Nissan		asistate
5259	diferitelorvehicule  Nissan		asistate
5260	diferitelorvehicule  Nissan		asistate
5261	Ea		compusă
5262	Ea		compusă
5263	Ea		compusă
5264	Bateriile		produse
5265	Bateriile		produse
5266	Bateriile		produse
5267	uneori  calorie		ounitate
5268	uneori  calorie		ounitate
5269	uneori  calorie		ounitate
5270	naturale  infrastructura		folosite
5271	naturale  infrastructura		folosite
5272	naturale  infrastructura		folosite
5273	mai  modele		pot
5274	mai  modele		pot
5275	mai  modele		pot
5276	sol  Rețelele		folosesc sateliți
5277	sol  Rețelele		folosesc sateliți
5278	sol  Rețelele		folosesc sateliți
5279	cât  capacitatea		poate
5280	cât  capacitatea		poate
5281	cât  capacitatea		poate
5282	mai  slot		au
5283	mai  slot		au
5284	mai  slot		au
5285	nu  confundat	utilizatorilor	trebuie
5286	nu  confundat	utilizatorilor	trebuie
5287	nu  confundat	utilizatorilor	trebuie
5288	astfel  președintele	subordonată  Pentagonului	Advanced
5289	astfel  președintele	subordonată  Pentagonului	Advanced
5290	astfel  președintele	subordonată  Pentagonului	Advanced
5291	cum  Unul		cunoscut
5292	cum  Unul		cunoscut
5293	cum  Unul		cunoscut
5294	exclusiv  Rețele		pot
5295	exclusiv  Rețele		pot
5296	exclusiv  Rețele		pot
5297	înaltă  Coafura		are
5298	înaltă  Coafura		are
5299	înaltă  Coafura		are
5300	păr  instrumente	coaforilor	devenit populare
5301	păr  instrumente	coaforilor	devenit populare
5302	păr  instrumente	coaforilor	devenit populare
5303	corp  viteza		poate
5304	corp  viteza		poate
5305	corp  viteza		poate
5306	Kelvin  care		definesc
5307	Kelvin  care		definesc
5308	Kelvin  care		definesc
5309	automat  circuitul	împotrivascurtcircuitelorsau  depășirii	Unîntrerupător
5310	automat  circuitul	împotrivascurtcircuitelorsau  depășirii	Unîntrerupător
5311	automat  circuitul	împotrivascurtcircuitelorsau  depășirii	Unîntrerupător
5312	ce		reglabil
5313	ce		reglabil
5314	ce		reglabil
5315	normale  zero		măsoară
5316	normale  zero		măsoară
5317	normale  zero		măsoară
5318	șinumărul		element
5319	șinumărul		element
5320	șinumărul		element
5321	deprotonidinnucleu  schimbarea		are
5322	deprotonidinnucleu  schimbarea		are
5323	deprotonidinnucleu  schimbarea		are
5324	electric  anionii		orientează
5325	electric  anionii		orientează
5326	electric  anionii		orientează
5327	care		H+
5328	care		H+
5329	care		H+
5330	suprafețe  Ea	termodinamică  volumului	parametru fundamental
5331	suprafețe  Ea	termodinamică  volumului	parametru fundamental
5332	suprafețe  Ea	termodinamică  volumului	parametru fundamental
5333	protector  Firul		are
5334	protector  Firul		are
5335	protector  Firul		are
5336	Majoritatea		infraroșu
5337	Majoritatea		infraroșu
5338	Majoritatea		infraroșu
5339	corespunzătoare  Spectroscopia		examinează
5340	corespunzătoare  Spectroscopia		examinează
5341	corespunzătoare  Spectroscopia		examinează
5342	electrice  care		folosite
5343	electrice  care		folosite
5344	electrice  care		folosite
5345	ca  Orice	electromagnetic  ochiului	emite
5346	ca  Orice	electromagnetic  ochiului	emite
5347	ca  Orice	electromagnetic  ochiului	emite
5348	32  wați		radiație infraroșie
5349	32  wați		radiație infraroșie
5350	32  wați		radiație infraroșie
5351	Receptorul		utilizează
5352	Receptorul		utilizează
5353	Receptorul		utilizează
5354	nm  nm		Lumina infraroșie
5355	nm  nm		Lumina infraroșie
5356	nm  nm		Lumina infraroșie
5357	frecvent  fenomenul		poate
5358	frecvent  fenomenul		poate
5359	frecvent  fenomenul		poate
5360	electrizare  diferențiere		Există
5361	electrizare  diferențiere		Există
5362	electrizare  diferențiere		Există
5363	egalizării  deplasarea		încetează
5364	egalizării  deplasarea		încetează
5365	egalizării  deplasarea		încetează
5366			apărea
5367			apărea
5368			apărea
5369	Sticlele		au
5370	Sticlele		au
5371	Sticlele		au
5372	auxiliare  Proprietățile		determinate
5373	auxiliare  Proprietățile		determinate
5374	auxiliare  Proprietățile		determinate
5375	agresive  Fibrele		măresc
5376	agresive  Fibrele		măresc
5377	agresive  Fibrele		măresc
5378	Instrumentele		pot
5379	Instrumentele		pot
5380	Instrumentele		pot
5381	definit  frecvențele		multipli
5382	definit  frecvențele		multipli
5383	definit  frecvențele		multipli
5384	solidă  care		formează
5385	solidă  care		formează
5386	solidă  care		formează
5387	Ca  betonul		are
5388	Ca  betonul		are
5389	Ca  betonul		are
5390	onicovală  energia	ciocanului  obiectului	transformă
5391	onicovală  energia	ciocanului  obiectului	transformă
5392	onicovală  energia	ciocanului  obiectului	transformă
5393	pur  el	asemenea  pichamăr	funcționează asemenea
5394	pur  el	asemenea  pichamăr	funcționează asemenea
5395	pur  el	asemenea  pichamăr	funcționează asemenea
5396	nu  rotopercutor		eficient
5397	nu  rotopercutor		eficient
5398	nu  rotopercutor		eficient
5399	fixe  care		sistem tehnic
5400	fixe  care		sistem tehnic
5401	fixe  care		sistem tehnic
5402	autofiletantă  buton		pot
5403	autofiletantă  buton		pot
5404	autofiletantă  buton		pot
5405		manual  lucrărilor	numește
5406		manual  lucrărilor	numește
5407		manual  lucrărilor	numește
5408	fierăstrău		numește
5409	fierăstrău		numește
5410	fierăstrău		numește
5411	Poziționarea		numeșteceapraz
5412	Poziționarea		numeșteceapraz
5413	Poziționarea		numeșteceapraz
5414	Ferăstrăul		folosite
5415	Ferăstrăul		folosite
5416	Ferăstrăul		folosite
5417	dure  betonul		au
5418	dure  betonul		au
5419	dure  betonul		au
5420	filetului  Factorii		dimensiunile
5421	filetului  Factorii		dimensiunile
5422	filetului  Factorii		dimensiunile
5423	rotunde	asemănătoare  piulițe	execută
5424	rotunde	asemănătoare  piulițe	execută
5425	rotunde	asemănătoare  piulițe	execută
5426	manuale  filiera		montează
5427	manuale  filiera		montează
5428	manuale  filiera		montează
5429	serie  filierele		folosesc
5430	serie  filierele		folosesc
5431	serie  filierele		folosesc
5432	filetat  cuțite-pieptene		cuțite-pieptene disc
5433	filetat  cuțite-pieptene		cuțite-pieptene disc
5434	atac  care	necesare  așchierii	prevăzut
5435	atac  care	necesare  așchierii	prevăzut
5436	atac  care	necesare  așchierii	prevăzut
5437	tarodului  Mașinile		prevăzute
5438	tarodului  Mașinile		prevăzute
5439	tarodului  Mașinile		prevăzute
5440	axială  realizată		necesar
5441	axială  realizată		necesar
5442	axială  realizată		necesar
5443	m/min  Procedeul		poate
5444	m/min  Procedeul		poate
5445	m/min  Procedeul		poate
5446	urmărit  frezele		construiesc
5447	urmărit  frezele		construiesc
5448	urmărit  frezele		construiesc
5449	periferică  care	scule  frezele	fac
5450	periferică  care	scule  frezele	fac
5451	periferică  care	scule  frezele	fac
5452	profilate  Sculele		necesită
5453	profilate  Sculele		necesită
5454	profilate  Sculele		necesită
5455	uzați  ceea		permite
5456	uzați  ceea		permite
5457	uzați  ceea		permite
5458	frezei  depășească		impun
5459	frezei  depășească		impun
5460	frezei  depășească		impun
5461	mai  mare		D
5462	mai  mare		D
5463	mai  mare		D
5464	ambele  părți		compun
5465	ambele  părți		compun
5466	ambele  părți		compun
5467	tăișuri  lățimea		utilizează
5468	tăișuri  lățimea		utilizează
5469	tăișuri  lățimea		utilizează
5470	contrar  mișcarea	contrar  avansului	dinte
5471	contrar  mișcarea	contrar  avansului	dinte
5472	contrar  mișcarea	contrar  avansului	dinte
5473	mai  fenomenele		avantajoasă
5474	mai  fenomenele		avantajoasă
5475	mai  fenomenele		avantajoasă
5476	profilate  care		freze profilate
5477	profilate  care		freze profilate
5478	profilate  care		freze profilate
5479	filetului  canalele		pot
5480	filetului  canalele		pot
5481	filetului  canalele		pot
5482	economice  Acoperiri		prezintă
5483	economice  Acoperiri		prezintă
5484	economice  Acoperiri		prezintă
5485	aliate  freze		alege
5486	aliate  freze		alege
5487	aliate  freze		alege
5488	cilindrică  ceea		află
5489	cilindrică  ceea		află
5490	cilindrică  ceea		află
5491	desen  tehnicșiingineriesauconstrucțiipentru		Constă
5492	desen  tehnicșiingineriesauconstrucțiipentru		Constă
5493	desen  tehnicșiingineriesauconstrucțiipentru		Constă
5494	transcendente  care		bazează
5495	transcendente  care		bazează
5496	mai  Scările		marcate
5497	mai  Scările		marcate
5498	mai  Scările		marcate
5499	găuri  Șublerul		utilizat
5500	găuri  Șublerul		utilizat
5501	găuri  Șublerul		utilizat
5502	0  fracțiune		citește
5503	0  fracțiune		citește
5504	0  fracțiune		citește
5505	dure  așchii		Poate
5506	dure  așchii		Poate
5507	dure  așchii		Poate
5508			fac
5509			fac
5510			fac
5511	3  lamele		au
5512	3  lamele		au
5513	abrazive  care		procedeu
5514	abrazive  care		procedeu
5515	abrazive  care		procedeu
5516	0,2  μm		0,8
5517	0,2  μm		0,8
5518	0,2  μm		0,8
5519	abrazive  forța	corespunzătoare  granule	poate
5520	abrazive  forța	corespunzătoare  granule	poate
5521	abrazive  forța	corespunzătoare  granule	poate
5522	uzate  corpul		reface
5523	uzate  corpul		reface
5524	uzate  corpul		reface
5525	parametrii		reținute
5526	parametrii		reținute
5527	opuse  Viteza	35  rectificării	are
5528	opuse  Viteza	35  rectificării	are
5529	opuse  Viteza	35  rectificării	are
5530	arborelui  turația		folosesc
5531	arborelui  turația		folosesc
5532	arborelui  turația		folosesc
5533	abraziv  care		aplică
5534	abraziv  care		aplică
5535	abraziv  care		aplică
5536	Astfel  mașini		dezvoltate
5537	Astfel  mașini		dezvoltate
5538	Astfel  mașini		dezvoltate
5539	lungi  Precizia		obține
5540	lungi  Precizia		obține
5541	lungi  Precizia		obține
5542	prelucrare  discul	contrar  rotației	rotesc
5543	prelucrare  discul	contrar  rotației	rotesc
5544	prelucrare  discul	contrar  rotației	rotesc
5545	suprafețelor  condiții		execută
5546	suprafețelor  condiții		execută
5547	suprafețelor  condiții		execută
5548	exemplu		înlocuiește
5549	exemplu		înlocuiește
5550	exemplu		înlocuiește
5551	mm  diametrul		determinat
5552	mm  diametrul		determinat
5553	mm  diametrul		determinat
5554	clorura		pot
5555	clorura		pot
5556	clorura		pot
5557	abrazivă  liantul		granula abrazivă
5558	abrazivă  liantul		granula abrazivă
5559	abrazivă  liantul		granula abrazivă
5560	dure  temperatura	secund	folosește
5561	dure  temperatura	secund	folosește
5562	dure  temperatura	secund	folosește
5563	ca  parametru		convenabil
5564	ca  parametru		convenabil
5565	ca  parametru		convenabil
5566	răcire-ungere  discuri		folosesc
5567	răcire-ungere  discuri		folosesc
5568	răcire-ungere  discuri		folosesc
5569	fonte  materiale		rectifică
5570	fonte  materiale		rectifică
5571	fonte  materiale		rectifică
5572	interstițiile  care		are
5573	interstițiile  care		are
5574	interstițiile  care		are
5575	nu  Vibrațiile		au
5576	nu  Vibrațiile		au
5577	nu  Vibrațiile		au
5578	exact  secțiunea		distribuite
5579	exact  secțiunea		distribuite
5580	exact  secțiunea		distribuite
5581	direcții  Lumina		este
